Die Schriften des Alten Testaments;EinlAT;0;1;1;Die Bibel [griechisch bíblos = Buch] oder die Heilige Schrift ist eine Sammlung von Büchern, die das Alte und Neue Testament umfasst. Das Alte Testament wird von Juden und Christen als Offenbarungsurkunde betrachtet. Die Bücher des Alten Testaments stammen von Verfassern, durch die Gott zu den Menschen spricht und durch die das Volk Israel seinen Glauben an die Heilstaten und Verheißungen Gottes bekennt. Juden und Christen glauben an die Inspiration (Eingebung) dieser Bücher durch den Geist Gottes. Das Verzeichnis der Bücher, die zur Heiligen Schrift gehören, nennt man Kanon [griechisch kanón = Maßstab], weil sie den Maßstab für den Glauben darstellen. Jesus und seine Jünger übernahmen die Bücher der Heiligen Schrift, wie sie ihr Volk kannte, und beriefen sich in ihrer Botschaft auf sie als auf das Wort Gottes.;
Apostelgeschichte;Apg;51;17;7;*;"℘ Lk 23,2; Joh 19,12"
Apostelgeschichte;Apg;51;17;8;So brachten sie die Menge und die Stadtpräfekten, die das hörten, in Erregung.;
Apostelgeschichte;Apg;51;17;9;Diese nahmen von Jason und den anderen eine Bürgschaft und ließen sie frei.;
Apostelgeschichte;Apg;51;17;10;Die Brüder schickten noch in der Nacht Paulus und Silas weiter nach Beröa. Nach ihrer Ankunft gingen sie in die Synagoge der Juden.;
Apostelgeschichte;Apg;51;17;11;"Diese waren freundlicher als die in Thessalonich; mit großer Bereitschaft nahmen sie das Wort auf und forschten Tag für Tag in den Schriften nach, ob sich dies wirklich so verhielte.*";
Apostelgeschichte;Apg;51;17;11;*;℘ Joh 5,39
Apostelgeschichte;Apg;51;17;12;Viele von ihnen wurden gläubig, und ebenso nicht wenige der vornehmen griechischen Frauen und Männer.;
Apostelgeschichte;Apg;51;17;13;Als aber die Juden von Thessalonich erfuhren, dass Paulus auch in Beröa das Wort Gottes verkündete, kamen sie dorthin, um das Volk aufzuwiegeln und aufzuhetzen.*;
Apostelgeschichte;Apg;51;17;13;*;℘ 1 Thess 2,14-16
Apostelgeschichte;Apg;51;17;14;Da schickten die Brüder Paulus sogleich weg zum Meer hinunter. Silas und Timotheus aber blieben zurück.;
Apostelgeschichte;Apg;51;17;15;Die Begleiter des Paulus brachten ihn nach Athen. Mit dem Auftrag an Silas und Timotheus, Paulus möglichst rasch nachzukommen, kehrten sie zurück.*;
Apostelgeschichte;Apg;51;17;15;*;℘ 1 Thess 3,1
Apostelgeschichte;Apg;51;17;16;"Während Paulus in Athen auf sie wartete, erfasste ihn heftiger Zorn; denn er sah die Stadt voll von Götzenbildern.";
Apostelgeschichte;Apg;51;17;17;Er redete in der Synagoge mit den Juden und Gottesfürchtigen und auf dem Markt sprach er täglich mit denen, die er gerade antraf.;
Apostelgeschichte;Apg;51;17;18;Einige von den epikureischen und stoischen Philosophen diskutierten mit ihm und manche sagten: Was will denn dieser Schwätzer? Andere aber: Es scheint ein Verkünder fremder Gottheiten zu sein. Er verkündete nämlich das Evangelium von Jesus und von der Auferstehung.*;
Apostelgeschichte;Apg;51;17;18;*;℘ 1 Kor 1,22
Apostelgeschichte;Apg;51;17;19;Sie nahmen ihn mit, führten ihn zum Areopag und fragten: Können wir erfahren, was das für eine neue Lehre ist, die du vorträgst?;
Apostelgeschichte;Apg;51;17;20;Du bringst uns recht befremdliche Dinge zu Gehör. Wir wüssten gern, worum es sich handelt.;
Apostelgeschichte;Apg;51;17;21;Alle Athener und die Fremden dort taten nichts lieber, als die letzten Neuigkeiten zu erzählen oder zu hören.;
Apostelgeschichte;Apg;51;17;22;Da stellte sich Paulus in die Mitte des Areopags und sagte: Athener, nach allem, was ich sehe, seid ihr besonders fromme Menschen.;
Apostelgeschichte;Apg;51;17;23;Denn als ich umherging und mir eure Heiligtümer ansah, fand ich auch einen Altar mit der Aufschrift: EINEM UNBEKANNTEN GOTT. Was ihr verehrt, ohne es zu kennen, das verkünde ich euch.;
Apostelgeschichte;Apg;51;17;24;Gott, der die Welt erschaffen hat und alles in ihr, er, der Herr über Himmel und Erde, wohnt nicht in Tempeln, die von Menschenhand gemacht sind.*;
Apostelgeschichte;Apg;51;17;24;*;℘ (24-28) Röm 1,19f
Apostelgeschichte;Apg;51;17;25;Er lässt sich auch nicht von Menschen bedienen, als brauche er etwas: er, der allen das Leben, den Atem und alles gibt.*;
Apostelgeschichte;Apg;51;17;25;*;℘ Ps 50,10-13
Apostelgeschichte;Apg;51;17;26;Er hat aus einem einzigen Menschen das ganze Menschengeschlecht erschaffen, damit es die ganze Erde bewohne. Er hat für sie bestimmte Zeiten und die Grenzen ihrer Wohnsitze festgesetzt.*;
Apostelgeschichte;Apg;51;17;26;*;"℘ Dtn 32,8; Ijob 12,23"
Apostelgeschichte;Apg;51;17;27;"Sie sollten Gott suchen, ob sie ihn ertasten und finden könnten; denn keinem von uns ist er fern.*";
Apostelgeschichte;Apg;51;17;27;*;"℘ (27f) Jes 55,6; Jer 29,12-14; Weish 13,6; Ps 145,18; Jer 23,24; Ps 139; Röm 11,36; 1 Kor 8,6; Kol 1,16f"
Apostelgeschichte;Apg;51;17;28;Denn in ihm leben wir, bewegen wir uns und sind wir, wie auch einige von euren Dichtern gesagt haben: Wir sind von seiner Art.*;
Apostelgeschichte;Apg;51;17;28;*;Zitat aus dem griechischen Dichter Aratus (3. Jh. v. Chr.).
Apostelgeschichte;Apg;51;17;29;Da wir also von Gottes Art sind, dürfen wir nicht meinen, das Göttliche sei wie ein goldenes oder silbernes oder steinernes Gebilde menschlicher Kunst und Erfindung.;
Apostelgeschichte;Apg;51;17;30;Gott, der über die Zeiten der Unwissenheit hinweggesehen hat, lässt jetzt den Menschen verkünden, dass überall alle umkehren sollen.;
Apostelgeschichte;Apg;51;17;31;Denn er hat einen Tag festgesetzt, an dem [er den Erdkreis in Gerechtigkeit richten wird,] durch einen Mann, den er dazu bestimmt und vor allen Menschen dadurch ausgewiesen hat, dass er ihn von den Toten auferweckte.*;
Apostelgeschichte;Apg;51;17;31;*;"℘ Ps 96,13; 98,9"
Apostelgeschichte;Apg;51;17;32;Als sie von der Auferstehung der Toten hörten, spotteten die einen, andere aber sagten: Darüber wollen wir dich ein andermal hören.**;
Apostelgeschichte;Apg;51;17;32;*;℘ 1 Thess 2,2
Apostelgeschichte;Apg;51;17;32;*;℘ 1 Kor 1,23
Apostelgeschichte;Apg;51;17;33;So ging Paulus aus ihrer Mitte weg.;
Apostelgeschichte;Apg;51;17;34;Einige Männer aber schlossen sich ihm an und wurden gläubig, unter ihnen auch Dionysius, der Areopagit, außerdem eine Frau namens Damaris und noch andere mit ihnen.;
Apostelgeschichte;Apg;51;18;1;Hierauf verließ Paulus Athen und ging nach Korinth.;
Apostelgeschichte;Apg;51;18;2;Dort traf er einen aus Pontus stammenden Juden namens Aquila, der vor kurzem aus Italien gekommen war, und dessen Frau Priszilla. Klaudius hatte nämlich angeordnet, dass alle Juden Rom verlassen müssten. Diesen beiden schloss er sich an,*;
Apostelgeschichte;Apg;51;18;2;*;"℘ Röm 16,3; 1 Kor 16,19; 2 Tim 4,19"
Apostelgeschichte;Apg;51;18;3;und da sie das gleiche Handwerk betrieben, blieb er bei ihnen und arbeitete dort. Sie waren Zeltmacher von Beruf.*;
Apostelgeschichte;Apg;51;18;3;*;"℘ 1 Kor 4,12; 9,12"
Apostelgeschichte;Apg;51;18;4;An jedem Sabbat lehrte er in der Synagoge und suchte Juden und Griechen zu überzeugen.;
Apostelgeschichte;Apg;51;18;5;Als aber Silas und Timotheus aus Mazedonien eingetroffen waren, widmete sich Paulus ganz der Verkündigung und bezeugte den Juden, dass Jesus der Messias sei.;
Apostelgeschichte;Apg;51;18;6;Als sie sich dagegen auflehnten und Lästerungen ausstießen, schüttelte er seine Kleider aus und sagte zu ihnen: Euer Blut komme über euer Haupt! Ich bin daran unschuldig. Von jetzt an werde ich zu den Heiden gehen.*;
Apostelgeschichte;Apg;51;18;6;*;℘ Mt 27,24f
Apostelgeschichte;Apg;51;18;7;Und er ging von da in das Haus eines gewissen Titius Justus hinüber, eines Gottesfürchtigen, dessen Haus an die Synagoge grenzte.;
Apostelgeschichte;Apg;51;18;8;"Krispus aber, der Synagogenvorsteher, kam mit seinem ganzen Haus zum Glauben an den Herrn; und viele Korinther, die (Paulus) hörten, wurden gläubig und ließen sich taufen.*";
Apostelgeschichte;Apg;51;18;8;*;℘ 1 Kor 1,14
Apostelgeschichte;Apg;51;18;9;Der Herr aber sagte nachts in einer Vision zu Paulus: Fürchte dich nicht! Rede nur, schweige nicht!*;
Apostelgeschichte;Apg;51;18;9;*;"℘ 1 Kor 2,3; 2 Kor 10,10"
Apostelgeschichte;Apg;51;18;10;Denn ich bin mit dir, niemand wird dir etwas antun. Viel Volk nämlich gehört mir in dieser Stadt.;
Apostelgeschichte;Apg;51;18;11;So blieb Paulus ein Jahr und sechs Monate und lehrte bei ihnen das Wort Gottes.;
Apostelgeschichte;Apg;51;18;12;Als aber Gallio Prokonsul von Achaia war, traten die Juden einmütig gegen Paulus auf, brachten ihn vor den Richterstuhl*;
Apostelgeschichte;Apg;51;18;12;*;Die Amtszeit des Gallio in Achaia (Griechenland) fiel in die Zeit 51/52 n. Chr. oder 52/53 n. Chr., wie aus der in Delphi gefundenen «Gallio-Inschrift» hervorgeht.
Apostelgeschichte;Apg;51;18;13;und sagten: Dieser verführt die Menschen zu einer Gottesverehrung, die gegen das Gesetz verstößt.;
Apostelgeschichte;Apg;51;18;14;Als Paulus etwas erwidern wollte, sagte Gallio zu den Juden: Läge hier ein Vergehen oder Verbrechen vor, ihr Juden, so würde ich eure Klage ordnungsgemäß behandeln.*;
Apostelgeschichte;Apg;51;18;14;*;"℘ 25,18-20; Joh 18,31"
Apostelgeschichte;Apg;51;18;15;Streitet ihr jedoch über Lehre und Namen und euer Gesetz, dann seht selber zu! Darüber will ich nicht Richter sein.;
Apostelgeschichte;Apg;51;18;16;Und er wies sie vom Richterstuhl weg.;
Apostelgeschichte;Apg;51;18;17;Da ergriffen alle den Synagogenvorsteher Sosthenes und verprügelten ihn vor dem Richterstuhl. Gallio aber kümmerte sich nicht darum.*;
Apostelgeschichte;Apg;51;18;17;*;℘ 1 Kor 1,1
Apostelgeschichte;Apg;51;18;18;Paulus blieb noch längere Zeit. Dann verabschiedete er sich von den Brüdern und segelte zusammen mit Priszilla und Aquila nach Syrien ab. In Kenchreä hatte er sich aufgrund eines Gelübdes den Kopf kahl scheren lassen.**;
Apostelgeschichte;Apg;51;18;18;*;℘ Röm 16,1
Apostelgeschichte;Apg;51;18;18;*;"Es handelt sich dabei um das sogenannte Nasiräatsgelübde (vgl. auch 21,23-26), das auf Num 6,1-21 zurückgeht (vgl. auch 1 Makk 3,49); es war zeitlich begrenzt und wurde durch ein Opfer eingelöst, bei dem das geschorene Haar mitverbrannt wurde."
Apostelgeschichte;Apg;51;18;19;"Sie gelangten nach Ephesus. Dort trennte er sich von den beiden; er selbst ging in die Synagoge und redete zu den Juden.";
Apostelgeschichte;Apg;51;18;20;"Sie baten ihn, noch länger zu bleiben; aber er wollte nicht,";
Apostelgeschichte;Apg;51;18;21;sondern verabschiedete sich und sagte: Ich werde wieder zu euch kommen, wenn Gott es will. So fuhr er von Ephesus ab,*;
Apostelgeschichte;Apg;51;18;21;*;"℘ Röm 1,10; 1 Kor 4,19; Jak 4,15"
Apostelgeschichte;Apg;51;18;22;landete in Cäsarea, zog (nach Jerusalem) hinauf, begrüßte dort die Gemeinde und ging dann nach Antiochia hinab.;
Apostelgeschichte;Apg;51;18;23;Nachdem er dort einige Zeit geblieben war, zog er weiter, durchwanderte zuerst das galatische Land, dann Phrygien und stärkte alle Jünger.;
Apostelgeschichte;Apg;51;18;24;Ein Jude namens Apollos kam nach Ephesus. Er stammte aus Alexandria, war redekundig und in der Schrift bewandert.*;
Apostelgeschichte;Apg;51;18;24;*;"℘ 1 Kor 1,12; 3,4-6"
Apostelgeschichte;Apg;51;18;25;"Er war unterwiesen im Weg des Herrn. Er sprach mit glühendem Geist und trug die Lehre von Jesus genau vor; doch kannte er nur die Taufe des Johannes.*";
Apostelgeschichte;Apg;51;18;25;*;℘ 19,3f
Apostelgeschichte;Apg;51;18;26;Er begann, offen in der Synagoge zu sprechen. Priszilla und Aquila hörten ihn, nahmen ihn zu sich und legten ihm den Weg Gottes noch genauer dar.;
Apostelgeschichte;Apg;51;18;27;Als er nach Achaia gehen wollte, ermunterten ihn die Brüder dazu und schrieben den Jüngern, sie möchten ihn freundlich aufnehmen. Nach seiner Ankunft wurde er den Gläubigen durch die Gnade eine große Hilfe.;
Apostelgeschichte;Apg;51;18;28;Denn mit Nachdruck widerlegte er die Juden, indem er öffentlich aus der Schrift nachwies, dass Jesus der Messias sei.**;
Apostelgeschichte;Apg;51;18;28;*;℘ 18,18.26
Apostelgeschichte;Apg;51;18;28;*;"℘ 9,22; 17,3; 18,5"
Apostelgeschichte;Apg;51;19;1;Während Apollos sich in Korinth aufhielt, durchwanderte Paulus das Hochland und kam nach Ephesus hinab.*;
Apostelgeschichte;Apg;51;19;1;*;Ephesus war seit 133 v. Chr. das Zentrum der römischen Provinz Asien. Der Artemistempel gehörte zu den Sieben «Weltwundern» des Altertums. Die Zauberbücher von Ephesus (vgl. 19,19) waren in der ganzen damaligen Welt bekannt.
Apostelgeschichte;Apg;51;19;2;Er traf einige Jünger und fragte sie: Habt ihr den Heiligen Geist empfangen, als ihr gläubig wurdet? Sie antworteten ihm: Wir haben noch nicht einmal gehört, dass es einen Heiligen Geist gibt.;
Apostelgeschichte;Apg;51;19;3;Da fragte er: Mit welcher Taufe seid ihr denn getauft worden? Sie antworteten: Mit der Taufe des Johannes.**;
Apostelgeschichte;Apg;51;19;3;*;"℘ Mt 3,11; Lk 3,16"
Apostelgeschichte;Apg;51;19;3;*;Wörtlich: Auf was seid ihr denn getauft worden? Sie antworteten: Auf die Taufe des Johannes.
Apostelgeschichte;Apg;51;19;4;Paulus sagte: Johannes hat mit der Taufe der Umkehr getauft und das Volk gelehrt, sie sollten an den glauben, der nach ihm komme: an Jesus.;
Apostelgeschichte;Apg;51;19;5;Als sie das hörten, ließen sie sich auf den Namen Jesu, des Herrn, taufen.;
Apostelgeschichte;Apg;51;19;6;"Paulus legte ihnen die Hände auf und der Heilige Geist kam auf sie herab; sie redeten in Zungen und weissagten.**";
Apostelgeschichte;Apg;51;19;6;*;℘ 8,17
Apostelgeschichte;Apg;51;19;6;*;Zu «Zungen» vgl. die Anmerkung zu Apg 2,4.
Apostelgeschichte;Apg;51;19;7;Es waren im ganzen ungefähr zwölf Männer.;
Apostelgeschichte;Apg;51;19;8;Er ging in die Synagoge und lehrte drei Monate lang freimütig und suchte sie vom Reich Gottes zu überzeugen.;
Apostelgeschichte;Apg;51;19;9;Da aber einige verstockt waren, sich widersetzten und vor allen Leuten den (neuen) Weg verspotteten, trennte er sich mit den Jüngern von ihnen und unterwies sie täglich im Lehrsaal des Tyrannus.*;
Apostelgeschichte;Apg;51;19;9;*;"℘ 18,6; Tit 3,10f; 2 Joh 10"
Apostelgeschichte;Apg;51;19;10;"Das geschah zwei Jahre lang; auf diese Weise hörten alle Bewohner der Provinz Asien, Juden wie Griechen, das Wort des Herrn.";
Apostelgeschichte;Apg;51;19;11;Auch ungewöhnliche Wunder tat Gott durch die Hand des Paulus.;
Apostelgeschichte;Apg;51;19;12;"Sogar seine Schweiß- und Taschentücher nahm man ihm vom Körper weg und legte sie den Kranken auf; da wichen die Krankheiten und die bösen Geister fuhren aus.*";
Apostelgeschichte;Apg;51;19;12;*;℘ 5,15
Apostelgeschichte;Apg;51;19;13;Auch einige der umherziehenden jüdischen Beschwörer versuchten, den Namen Jesu, des Herrn, über den von bösen Geistern Besessenen anzurufen, indem sie sagten: Ich beschwöre euch bei dem Jesus, den Paulus verkündet.*;
Apostelgeschichte;Apg;51;19;13;*;℘ Lk 9,49
Apostelgeschichte;Apg;51;19;14;Das taten sieben Söhne eines gewissen Skeuas, eines jüdischen Oberpriesters.;
Apostelgeschichte;Apg;51;19;15;Aber der böse Geist antwortete ihnen: Jesus kenne ich und auch Paulus ist mir bekannt. Doch wer seid ihr?*;
Apostelgeschichte;Apg;51;19;15;*;"℘ Mk 1,34; Lk 4,41"
Apostelgeschichte;Apg;51;19;16;Und der Mensch, in dem der böse Geist hauste, sprang auf sie los, überwältigte sie und setzte ihnen so zu, dass sie nackt und zerschunden aus dem Haus fliehen mussten.;
Apostelgeschichte;Apg;51;19;17;"Das wurde allen Juden und Griechen, die in Ephesus wohnten, bekannt; alle wurden von Furcht gepackt und der Name Jesu, des Herrn, wurde hoch gepriesen.*";
Apostelgeschichte;Apg;51;19;17;*;"℘ 5,5.11; 19,27f"
Apostelgeschichte;Apg;51;19;18;Viele, die gläubig geworden waren, kamen und bekannten offen, was sie (früher) getan hatten.;
Apostelgeschichte;Apg;51;19;19;Und nicht wenige, die Zauberei getrieben hatten, brachten ihre Zauberbücher herbei und verbrannten sie vor aller Augen. Man berechnete den Wert der Bücher auf fünfzigtausend Silberdrachmen.;
Apostelgeschichte;Apg;51;19;20;So wuchs das Wort des Herrn mit Macht und wurde stark.*;
Apostelgeschichte;Apg;51;19;20;*;"℘ 6,7; 12,24"
Apostelgeschichte;Apg;51;19;21;Nach diesen Ereignissen nahm sich Paulus vor, über Mazedonien und Achaia nach Jerusalem zu reisen. Er sagte: Wenn ich dort gewesen bin, muss ich auch Rom sehen.*;
Apostelgeschichte;Apg;51;19;21;*;"℘ 23,11; Röm 1,10.13; 15,23-25; 1 Kor 16,6"
Apostelgeschichte;Apg;51;19;22;Er sandte zwei seiner Helfer, Timotheus und Erastus, nach Mazedonien voraus und blieb selbst noch eine Zeit lang in der Provinz Asien.*;
Apostelgeschichte;Apg;51;19;22;*;℘ Röm 16,21-23
Apostelgeschichte;Apg;51;19;23;Um jene Zeit aber wurde der (neue) Weg Anlass zu einem schweren Aufruhr.*;
Apostelgeschichte;Apg;51;19;23;*;℘ 2 Kor 1,8
Apostelgeschichte;Apg;51;19;24;Denn ein Silberschmied namens Demetrius, der silberne Artemistempel herstellte und den Künstlern viel zu verdienen gab,;
Apostelgeschichte;Apg;51;19;25;rief diese und die anderen damit beschäftigten Arbeiter zusammen und sagte: Männer, ihr wisst, dass wir unseren Wohlstand diesem Gewerbe verdanken.;
Apostelgeschichte;Apg;51;19;26;Nun seht und hört ihr, dass dieser Paulus nicht nur in Ephesus, sondern fast in der ganzen Provinz Asien viele Leute verführt und aufgehetzt hat mit seiner Behauptung, die mit Händen gemachten Götter seien keine Götter.*;
Apostelgeschichte;Apg;51;19;26;*;℘ 17,29
Apostelgeschichte;Apg;51;19;27;So kommt nicht nur unser Geschäft in Verruf, sondern auch dem Heiligtum der großen Göttin Artemis droht Gefahr, nichts mehr zu gelten, ja sie selbst, die von der ganzen Provinz Asien und von der ganzen Welt verehrt wird, wird ihre Hoheit verlieren.*;
Apostelgeschichte;Apg;51;19;27;*;von der ganzen Provinz, wörtlich: von ganz Asien.
Apostelgeschichte;Apg;51;19;28;Als sie das hörten, wurden sie wütend und schrien: Groß ist die Artemis von Ephesus!*;
Apostelgeschichte;Apg;51;19;28;*;"℘ 1 Kor 15,32; 2 Kor 1,8"
Apostelgeschichte;Apg;51;19;29;"Die ganze Stadt geriet in Aufruhr; alles stürmte ins Theater und sie schleppten die Mazedonier Gaius und Aristarch, Reisegefährten des Paulus, mit sich.**";
Apostelgeschichte;Apg;51;19;29;*;℘ 1 Kor 16,8
Apostelgeschichte;Apg;51;19;29;*;"℘ 20,4; 27,2"
Apostelgeschichte;Apg;51;19;30;Als aber Paulus in die Volksversammlung gehen wollte, hielten ihn die Jünger zurück.;
Apostelgeschichte;Apg;51;19;31;Auch einige hohe Beamte der Provinz Asien, die mit ihm befreundet waren, schickten zu ihm und rieten ihm, nicht ins Theater zu gehen.;
Apostelgeschichte;Apg;51;19;32;"Dort schrien die einen dies, die andern das; denn in der Versammlung herrschte ein großes Durcheinander und die meisten wussten gar nicht, weshalb man überhaupt zusammengekommen war.";
Apostelgeschichte;Apg;51;19;33;Die Juden schickten Alexander nach vorn und aus der Menge gab man ihm noch Hinweise. Alexander gab mit der Hand ein Zeichen und wollte vor der Volksversammlung eine Verteidigungsrede halten.;
Apostelgeschichte;Apg;51;19;34;Doch als sie merkten, dass er ein Jude war, schrien sie alle fast zwei Stunden lang wie aus einem Mund: Groß ist die Artemis von Ephesus!;
Apostelgeschichte;Apg;51;19;35;Der Stadtschreiber aber brachte die Menge zur Ruhe und sagte: Männer von Ephesus! Wer wüsste nicht, dass die Stadt der Epheser die Tempelhüterin der Großen Artemis und ihres vom Himmel gefallenen Bildes ist?;
Apostelgeschichte;Apg;51;19;36;"Dies ist unbestreitbar; ihr müsst also Ruhe bewahren und dürft nichts Unüberlegtes tun.";
Apostelgeschichte;Apg;51;19;37;Ihr habt diese Männer hergeschleppt, die weder Tempelräuber noch Lästerer unserer Göttin sind.;
Apostelgeschichte;Apg;51;19;38;"Wenn also Demetrius und seine Zunftgenossen eine Klage gegen irgend jemand haben, so gibt es dafür Gerichtstage und Prokonsuln; dort mögen sie einander verklagen.";
Apostelgeschichte;Apg;51;19;39;Wenn ihr aber noch etwas anderes vorzubringen habt, so kann das in der gesetzmäßigen Volksversammlung geklärt werden.;
Apostelgeschichte;Apg;51;19;40;Sonst sind wir in Gefahr, dass man uns nach dem heutigen Vorfall des Aufruhrs anklagt, weil kein Grund vorliegt, mit dem wir diesen Volksauflauf rechtfertigen könnten. Nach diesen Worten löste er die Versammlung auf.;
Apostelgeschichte;Apg;51;20;1;Nachdem der Tumult sich gelegt hatte, rief Paulus die Jünger zusammen und sprach ihnen Mut zu. Dann verabschiedete er sich und ging weg, um nach Mazedonien zu reisen.;
Apostelgeschichte;Apg;51;20;2;"Er zog durch die dortigen Gegenden und sprach oft und eindringlich zu den Jüngern. Dann begab er sich nach Griechenland;";
Apostelgeschichte;Apg;51;20;3;dort blieb er drei Monate. Als er mit dem Schiff nach Syrien fahren wollte, planten die Juden einen Anschlag auf ihn. So entschloss er sich, den Rückweg über Mazedonien zu nehmen.;
Apostelgeschichte;Apg;51;20;4;Dabei begleiteten ihn Sopater, der Sohn des Pyrrhus, aus Beröa, Aristarch und Sekundus aus Thessalonich, Gaius aus Derbe und Timotheus sowie Tychikus und Trophimus aus der Provinz Asien.;
Apostelgeschichte;Apg;51;20;5;Diese reisten voraus und warteten auf uns in Troas.;
Apostelgeschichte;Apg;51;20;6;Nach den Tagen der Ungesäuerten Brote segelten wir von Philippi ab und kamen in fünf Tagen zu ihnen nach Troas, wo wir uns sieben Tage aufhielten.*;
Apostelgeschichte;Apg;51;20;6;*;℘ 2 Kor 2,12
Apostelgeschichte;Apg;51;20;7;"Als wir am ersten Wochentag versammelt waren, um das Brot zu brechen, redete Paulus zu ihnen, denn er wollte am folgenden Tag abreisen; und er dehnte seine Rede bis Mitternacht aus.*";
Apostelgeschichte;Apg;51;20;7;*;"℘ 1 Kor 16,2; Offb 1,10"
Apostelgeschichte;Apg;51;20;8;In dem Obergemach, in dem wir versammelt waren, brannten viele Lampen.;
Apostelgeschichte;Apg;51;20;9;"Ein junger Mann namens Eutychus saß im offenen Fenster und sank, als die Predigt des Paulus sich länger hinzog, in tiefen Schlaf. Und er fiel im Schlaf aus dem dritten Stock hinunter; als man ihn aufhob, war er tot.";
Apostelgeschichte;Apg;51;20;10;Paulus lief hinab, warf sich über ihn, umfasste ihn und sagte: Beunruhigt euch nicht: Er lebt!*;
Apostelgeschichte;Apg;51;20;10;*;℘ 1 Kön 17,21
Apostelgeschichte;Apg;51;20;11;Dann stieg er wieder hinauf, brach das Brot und aß und redete mit ihnen bis zum Morgengrauen. So verließ er sie.;
Apostelgeschichte;Apg;51;20;12;Den jungen Mann aber führten sie lebend von dort weg. Und sie wurden voll Zuversicht.;
Apostelgeschichte;Apg;51;20;13;"Wir gingen voraus zum Schiff und fuhren nach Assos, wo wir Paulus an Bord nehmen sollten; so hatte er es angeordnet, weil er selbst zu Fuß gehen wollte.";
Apostelgeschichte;Apg;51;20;14;Als er in Assos zu uns stieß, nahmen wir ihn an Bord und erreichten Mitylene.;
Apostelgeschichte;Apg;51;20;15;Von dort segelten wir am nächsten Tag ab und kamen bis auf die Höhe von Chios. Am anderen Tag liefen wir Samos an und landeten am folgenden Tag in Milet.;
Apostelgeschichte;Apg;51;20;16;Paulus hatte sich entschlossen, an Ephesus vorbeizufahren, um in der Provinz Asien keine Zeit zu verlieren. Denn er hatte es eilig, weil er, wenn möglich, am Pfingstfest in Jerusalem sein wollte.;
Apostelgeschichte;Apg;51;20;17;Von Milet aus schickte er jemand nach Ephesus und ließ die Ältesten der Gemeinde zu sich rufen.;
Apostelgeschichte;Apg;51;20;18;Als sie bei ihm eingetroffen waren, sagte er: Ihr wisst, wie ich vom ersten Tag an, seit ich die Provinz Asien betreten habe, die ganze Zeit in eurer Mitte war;
Apostelgeschichte;Apg;51;20;19;und wie ich dem Herrn in aller Demut diente unter Tränen und vielen Prüfungen, die ich durch die Nachstellungen der Juden erlitten habe,;
Apostelgeschichte;Apg;51;20;20;wie ich nichts verschwiegen habe von dem, was heilsam ist. Ich habe es euch verkündigt und habe euch gelehrt, öffentlich und in den Häusern.;
Apostelgeschichte;Apg;51;20;21;Ich habe Juden und Griechen beschworen, sich zu Gott zu bekehren und an Jesus Christus, unseren Herrn, zu glauben.*;
Apostelgeschichte;Apg;51;20;21;*;"℘ 13,6-40; 14,15; 17,1-4.10-13.16-34; 18,5-11; 19,8-10"
Apostelgeschichte;Apg;51;20;22;Nun ziehe ich, gebunden durch den Geist, nach Jerusalem und ich weiß nicht, was dort mit mir geschehen wird.;
Apostelgeschichte;Apg;51;20;23;Nur das bezeugt mir der Heilige Geist von Stadt zu Stadt, dass Fesseln und Drangsale auf mich warten.*;
Apostelgeschichte;Apg;51;20;23;*;"℘ 9,16; 21,4.11"
Apostelgeschichte;Apg;51;20;24;Aber ich will mit keinem Wort mein Leben wichtig nehmen, wenn ich nur meinen Lauf vollende und den Dienst erfülle, der mir von Jesus, dem Herrn, übertragen wurde: das Evangelium von der Gnade Gottes zu bezeugen.*;
Apostelgeschichte;Apg;51;20;24;*;"℘ 21,13; 2 Tim 4,7; Lk 4,18-21"
Apostelgeschichte;Apg;51;20;25;Nun aber weiß ich, dass ihr mich nicht mehr von Angesicht sehen werdet, ihr alle, zu denen ich gekommen bin und denen ich das Reich verkündet habe.*;
Apostelgeschichte;Apg;51;20;25;*;"℘ Lk 9,2; 10,9"
Apostelgeschichte;Apg;51;20;26;Darum bezeuge ich euch am heutigen Tag: Ich bin unschuldig, wenn einer von euch allen verloren geht.**;
Apostelgeschichte;Apg;51;20;26;*;℘ 18,6
Apostelgeschichte;Apg;51;20;26;*;Ich bin unschuldig, wenn einer von euch allen verloren geht, wörtlich: Ich bin rein vom Blut aller (vgl. 18,6).
Apostelgeschichte;Apg;51;20;27;Denn ich habe mich der Pflicht nicht entzogen, euch den ganzen Willen Gottes zu verkünden.;
Apostelgeschichte;Apg;51;20;28;Gebt Acht auf euch und auf die ganze Herde, in der euch der Heilige Geist zu Bischöfen bestellt hat, damit ihr als Hirten für die Kirche Gottes sorgt, die er sich durch das Blut seines eigenen Sohnes erworben hat.**;
Apostelgeschichte;Apg;51;20;28;*;"℘ 14,23; 1 Kor 12,28; Eph 4,11; Tit 1,5; 2 Tim 1,6; 1 Tim 4,14-16; 1 Petr 5,2"
Apostelgeschichte;Apg;51;20;28;*;Die Bezeichnung «Bischof» entspricht an dieser Stelle noch nicht der späteren Verwendung des Titels (vgl. die Anmerkung zu 1 Tim 3,1).
Apostelgeschichte;Apg;51;20;29;Ich weiß: Nach meinem Weggang werden reißende Wölfe bei euch eindringen und die Herde nicht schonen.*;
